gender,age,mask_YesNo,fully_covering,partially_covering,non_covering,mask_front_touching,mask_strap_touching,face_touching,o_zone_touching,t_zone_touching,in_group,duration_of_observation,change,segment_crowding,study,location,activezone,unique_situation,temp_celcius
Female,38.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,No,No,Yes,41.0,0.0,10.0,2.0,10.0,0.0,72.0,24.3
Male,22.0,Yes,Yes,,No,Yes,No,No,99.0,Irrelevant,Yes,35.0,0.0,10.0,2.0,10.0,0.0,72.0,24.3
Female,24.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,No,No,Yes,9.0,0.0,10.0,2.0,10.0,0.0,72.0,24.3
Male,50.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,8.0,0.0,14.0,2.0,10.0,0.0,73.0,28.1
Female,26.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,31.0,0.0,14.0,2.0,10.0,0.0,73.0,28.1
Male,23.0,Yes,Yes,,No,Yes,No,No,99.0,Irrelevant,Yes,36.0,1.0,14.0,2.0,10.0,0.0,73.0,28.1
Male,40.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,14.0,0.0,14.0,2.0,10.0,0.0,73.0,28.1
Male,24.0,Yes,No,,Yes,No,No,Yes,Yes,No,Yes,37.0,0.0,14.0,2.0,10.0,0.0,73.0,28.1
Female,26.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,23.0,0.0,14.0,2.0,10.0,0.0,73.0,28.1
Male,28.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,13.0,0.0,14.0,2.0,10.0,0.0,73.0,28.1
Male,26.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,27.0,0.0,14.0,2.0,10.0,0.0,73.0,28.1
Female,22.0,Yes,No,,Yes,No,No,Yes,Yes,Yes,Yes,112.0,0.0,15.0,2.0,10.0,0.0,74.0,32.3
Male,27.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,No,No,Yes,34.0,0.0,15.0,2.0,10.0,0.0,74.0,32.3
Female,29.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,26.0,0.0,15.0,2.0,10.0,0.0,74.0,32.3
Male,26.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,68.0,0.0,4.0,2.0,10.0,0.0,75.0,22.6
Female,22.0,Yes,Yes,,No,Missing,Missing,Yes,No,No,Yes,12.0,0.0,4.0,2.0,10.0,0.0,75.0,22.6
Female,25.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,No,No,No,13.0,0.0,4.0,2.0,10.0,0.0,75.0,22.6
Female,35.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,9.0,0.0,0.0,2.0,10.0,0.0,76.0,17.5
Male,28.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,22.0,0.0,2.0,2.0,10.0,0.0,77.0,22.6
Male,32.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,33.0,0.0,4.0,2.0,10.0,0.0,78.0,20.2
Male,29.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,25.0,0.0,4.0,2.0,10.0,0.0,78.0,20.2
Male,38.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,Yes,44.0,0.0,4.0,2.0,10.0,0.0,78.0,20.2
Male,27.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,21.0,0.0,21.5,1.0,14.0,0.0,1001.0,22.4
Female,34.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,31.0,0.0,21.5,1.0,14.0,0.0,1001.0,22.4
Female,32.0,Yes,No,Yes,No,Yes,No,No,99.0,Irrelevant,No,22.0,1.0,21.5,1.0,14.0,0.0,1001.0,22.4
Female,78.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,29.0,0.0,21.5,1.0,14.0,0.0,1001.0,22.4
Female,44.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,30.0,0.0,21.5,1.0,14.0,0.0,1001.0,22.4
Male,26.0,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,23.0,1.0,21.5,1.0,14.0,0.0,1001.0,22.4
Male,29.0,Yes,No,No,Yes,No,No,No,99.0,Irrelevant,No,37.0,0.0,21.5,1.0,14.0,0.0,1001.0,22.4
Male,38.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,26.0,0.0,21.5,1.0,14.0,0.0,1001.0,22.4
Male,24.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,17.0,0.0,3.5,1.0,14.0,0.0,1002.0,12.5
Female,22.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,18.0,0.0,3.5,1.0,14.0,0.0,1002.0,12.5
Male,44.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,No,23.0,0.0,3.5,1.0,14.0,0.0,1002.0,12.5
Male,56.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,16.0,0.0,3.5,1.0,14.0,0.0,1002.0,12.5
Female,31.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,21.0,0.0,17.0,1.0,14.0,0.0,1004.0,22.0
Male,37.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,26.0,0.0,17.0,1.0,14.0,0.0,1004.0,22.0
Female,67.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,41.0,0.0,17.0,1.0,14.0,0.0,1004.0,22.0
Male,23.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,Yes,24.0,0.0,17.0,1.0,14.0,0.0,1004.0,22.0
Male,58.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,23.0,0.0,17.0,1.0,14.0,0.0,1004.0,22.0
Female,54.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,30.0,0.0,17.0,1.0,14.0,0.0,1004.0,22.0
Female,29.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,23.0,0.0,17.0,1.0,14.0,0.0,1004.0,22.0
Female,36.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,31.0,0.0,17.0,1.0,14.0,0.0,1004.0,22.0
Female,26.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,22.0,0.0,17.0,1.0,14.0,0.0,1004.0,22.0
Female,21.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,29.0,0.0,17.0,1.0,14.0,0.0,1004.0,22.0
Female,35.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,18.0,0.0,9.0,1.0,14.0,0.0,1011.0,21.7
Male,52.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,27.0,0.0,9.0,1.0,14.0,0.0,1011.0,21.7
Male,48.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,21.0,0.0,9.0,1.0,14.0,0.0,1011.0,21.7
Female,24.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,12.0,0.0,9.0,1.0,14.0,0.0,1011.0,21.7
Male,31.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,25.0,0.0,9.0,1.0,14.0,0.0,1011.0,21.7
Male,44.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,No,16.0,0.0,9.0,1.0,14.0,0.0,1011.0,21.7
Male,19.0,Yes,No,Yes,No,No,No,No,99.0,Irrelevant,Yes,15.0,0.0,9.0,1.0,14.0,0.0,1011.0,21.7
Male,27.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,19.0,0.0,9.0,1.0,14.0,0.0,1011.0,21.7
Female,36.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,14.0,0.0,9.0,1.0,14.0,0.0,1011.0,21.7
Female,68.0,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,22.0,0.0,9.0,1.0,14.0,0.0,1011.0,21.7
Female,18.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,19.0,0.0,9.0,1.0,14.0,0.0,1011.0,21.7
Female,22.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,No,No,18.0,0.0,9.0,1.0,14.0,0.0,1011.0,21.7
Female,47.0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,25.0,0.0,9.0,1.0,14.0,0.0,1011.0,21.7
Female,29.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,19.0,0.0,9.0,1.0,14.0,0.0,1011.0,21.7
Female,46.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,22.0,0.0,4.0,1.0,14.0,0.0,1013.0,20.7
Female,61.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,26.0,0.0,4.0,1.0,14.0,0.0,1013.0,20.7
Female,44.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,19.0,0.0,4.0,1.0,14.0,0.0,1013.0,20.7
Male,57.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,48.0,0.0,4.0,1.0,14.0,0.0,1013.0,20.7
Male,32.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,No,22.0,0.0,4.0,1.0,14.0,0.0,1013.0,20.7
Male,34.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,20.0,0.0,4.0,1.0,14.0,0.0,1013.0,20.7
Male,52.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,22.0,0.0,4.0,1.0,14.0,0.0,1013.0,20.7
Female,39.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,No,No,17.0,0.0,4.0,1.0,14.0,0.0,1013.0,20.7
Male,28.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,24.0,0.0,4.0,1.0,14.0,0.0,1013.0,20.7
Female,37.0,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,26.0,0.0,4.0,1.0,14.0,0.0,1013.0,20.7
Male,25.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,Yes,19.0,0.0,7.0,1.0,14.0,0.0,1016.0,14.5
Female,35.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,20.0,0.0,7.0,1.0,14.0,0.0,1016.0,14.5
Male,32.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,17.0,0.0,7.0,1.0,14.0,0.0,1016.0,14.5
Male,74.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,22.0,0.0,7.0,1.0,14.0,0.0,1016.0,14.5
Male,17.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,No,20.0,0.0,7.0,1.0,14.0,0.0,1016.0,14.5
Male,26.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,12.0,0.0,7.0,1.0,14.0,0.0,1016.0,14.5
Female,27.0,Yes,No,No,Yes,No,No,No,99.0,Irrelevant,Yes,23.0,0.0,8.5,1.0,14.0,0.0,1018.0,15.0
Male,38.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,13.0,0.0,8.5,1.0,14.0,0.0,1018.0,15.0
Female,49.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,22.0,0.0,7.0,1.0,14.0,0.0,1025.0,15.1
Male,42.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,18.0,0.0,7.0,1.0,14.0,0.0,1025.0,15.1
Male,28.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,13.0,0.0,7.0,1.0,14.0,0.0,1025.0,15.1
Male,63.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,17.0,0.0,7.0,1.0,14.0,0.0,1025.0,15.1
Male,28.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,Yes,27.0,0.0,7.0,1.0,14.0,0.0,1025.0,15.1
Female,57.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,31.0,0.0,7.0,1.0,14.0,0.0,1025.0,15.1
Male,26.0,Yes,No,No,Yes,No,No,No,99.0,Irrelevant,Yes,22.0,0.0,7.0,1.0,14.0,0.0,1025.0,15.1
Female,38.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,30.0,0.0,7.0,1.0,14.0,0.0,1025.0,15.1
Male,46.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,24.0,0.0,4.5,1.0,14.0,0.0,1026.0,20.7
Female,43.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,27.0,0.0,4.5,1.0,14.0,0.0,1026.0,20.7
Female,85.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,10.0,0.0,4.5,1.0,14.0,0.0,1026.0,20.7
Male,27.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,21.0,0.0,4.5,1.0,14.0,0.0,1026.0,20.7
Female,31.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,27.0,0.0,4.5,1.0,14.0,0.0,1026.0,20.7
Male,19.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,18.0,0.0,4.5,1.0,14.0,0.0,1026.0,20.7
Female,45.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,29.0,0.0,8.0,1.0,14.0,0.0,1028.0,13.9
Male,23.0,Yes,Yes,No,No,Yes,No,No,99.0,Irrelevant,No,10.0,0.0,8.0,1.0,14.0,0.0,1028.0,13.9
Male,26.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,18.0,0.0,8.0,1.0,14.0,0.0,1028.0,13.9
Female,39.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,Yes,23.0,0.0,8.0,1.0,14.0,0.0,1028.0,13.9
Female,17.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,18.0,0.0,8.0,1.0,14.0,0.0,1028.0,13.9
Female,57.0,Yes,Yes,No,No,Yes,No,No,99.0,Irrelevant,Yes,22.0,1.0,8.0,1.0,14.0,0.0,1028.0,13.9
Female,44.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,Yes,23.0,0.0,7.0,1.0,14.0,0.0,1029.0,21.7
Female,37.0,Yes,Yes,No,No,No,No,Yes,No,Irrelevant,No,32.0,0.0,7.0,1.0,14.0,0.0,1029.0,21.7
Female,45.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,33.0,0.0,7.0,1.0,14.0,0.0,1029.0,21.7
Female,56.0,Yes,Yes,No,No,No,No,No,99.0,No,No,22.0,0.0,7.0,1.0,14.0,0.0,1029.0,21.7
Female,17.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,No,29.0,0.0,7.0,1.0,14.0,0.0,1029.0,21.7
Male,66.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,25.0,0.0,7.0,1.0,14.0,0.0,1029.0,21.7
Female,63.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,23.0,0.0,7.0,1.0,14.0,0.0,1029.0,21.7
Female,34.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,24.0,0.0,7.0,1.0,14.0,0.0,1029.0,21.7
Female,23.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,22.0,0.0,7.0,1.0,14.0,0.0,1029.0,21.7
Male,59.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,21.0,0.0,7.0,1.0,14.0,0.0,1029.0,21.7
Male,65.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,28.0,0.0,7.0,1.0,14.0,0.0,1029.0,21.7
Male,52.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,25.0,0.0,7.0,1.0,14.0,0.0,1029.0,21.7
Female,38.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,31.0,0.0,7.0,1.0,14.0,0.0,1029.0,21.7
Female,72.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,Yes,82.0,0.0,7.0,1.0,14.0,0.0,1029.0,21.7
Male,39.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,Yes,36.0,0.0,8.0,1.0,14.0,0.0,1030.0,15.1
Male,58.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,20.0,0.0,8.0,1.0,14.0,0.0,1030.0,15.1
Male,29.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,12.0,0.0,1.0,1.0,14.0,0.0,1031.0,12.8
Male,28.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,15.0,0.0,1.0,1.0,14.0,0.0,1031.0,12.8
Male,24.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,16.0,0.0,1.0,1.0,14.0,0.0,1031.0,12.8
Female,33.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,21.0,0.0,1.0,1.0,14.0,0.0,1031.0,12.8
Female,26.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,15.0,0.0,1.0,1.0,14.0,0.0,1031.0,12.8
Female,34.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,16.0,0.0,1.0,1.0,14.0,0.0,1031.0,12.8
Male,64.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,19.0,0.0,4.5,1.0,14.0,0.0,1033.0,13.9
Female,24.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,21.0,0.0,4.5,1.0,14.0,0.0,1033.0,13.9
Female,37.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,Yes,25.0,0.0,4.5,1.0,14.0,0.0,1033.0,13.9
Male,43.0,Yes,Yes,No,No,Yes,No,No,99.0,Irrelevant,Yes,16.0,0.0,4.5,1.0,14.0,0.0,1033.0,13.9
Female,31.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,No,16.0,0.0,5.5,1.0,14.0,0.0,1035.0,12.5
Female,47.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,17.0,0.0,5.5,1.0,14.0,0.0,1035.0,12.5
Female,22.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,23.0,0.0,5.5,1.0,14.0,0.0,1035.0,12.5
Male,28.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,Yes,22.0,0.0,5.5,1.0,14.0,0.0,1035.0,12.5
Male,33.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,30.0,0.0,17.0,1.0,14.0,0.0,1037.0,22.0
Female,32.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,52.0,0.0,17.0,1.0,14.0,0.0,1037.0,22.0
Female,65.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,Yes,34.0,0.0,17.0,1.0,14.0,0.0,1037.0,22.0
Male,64.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,Yes,32.0,0.0,17.0,1.0,14.0,0.0,1037.0,22.0
Female,21.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,25.0,0.0,17.0,1.0,14.0,0.0,1037.0,22.0
Female,29.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,Yes,29.0,0.0,17.0,1.0,14.0,0.0,1037.0,22.0
Female,36.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,21.0,0.0,17.0,1.0,14.0,0.0,1037.0,22.0
Female,33.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,23.0,0.0,17.0,1.0,14.0,0.0,1037.0,22.0
Male,31.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,22.0,0.0,17.0,1.0,14.0,0.0,1037.0,22.0
Female,25.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,27.0,0.0,17.0,1.0,14.0,0.0,1037.0,22.0
Male,32.0,Yes,No,No,Yes,No,No,No,99.0,Irrelevant,No,30.0,0.0,17.0,1.0,14.0,0.0,1037.0,22.0
Male,24.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,23.0,0.0,17.0,1.0,14.0,0.0,1037.0,22.0
Female,58.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,22.0,0.0,17.0,1.0,14.0,0.0,1037.0,22.0
Female,38.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,32.0,0.0,17.0,1.0,14.0,0.0,1037.0,22.0
Female,34.0,Yes,No,No,Yes,No,No,Yes,No,Irrelevant,No,27.0,0.0,10.0,1.0,14.0,0.0,1040.0,15.1
Female,26.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,32.0,0.0,10.0,1.0,14.0,0.0,1040.0,15.1
Male,56.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,10.0,0.0,10.0,1.0,14.0,0.0,1040.0,15.1
Male,48.0,Yes,Yes,No,No,No,No,No,99.0,Irrelevant,No,14.0,0.0,10.0,1.0,14.0,0.0,1040.0,15.1
Male,27.0,Yes,No,Yes,No,No,No,No,99.0,Irrelevant,Yes,31.0,0.0,10.0,1.0,14.0,0.0,1040.0,15.1
Male,69.0,No,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,22.0,0.0,10.0,1.0,14.0,0.0,1040.0,15.1
